Month,Sample_Name,Wetland_ID,Point,Generic_Horizon,Horizon,Generic_Name,Number_Name,Munsell_Color,Percent_Silt,Percent_Clay,Percent_Sand,Texture,Horizon_Start_cm,Horizon_End_cm,Layer_Thickness_cm,Tin_Weight_g,Tin_WetSoil_g,Tin_DrySoil_g,Percent_Soil_Moisture,Percent_Soil_Moisture_notin,ETDN_mgN_L,ENO3_mgN_L,EON_mgN_L,EOC_mgC_L,EOC _mgC_gsoil,Bulk_EOC_mgC-cm_L,EOC_EON,EEM_File_Name,Abs_File_Name,Analysis_Date,T,A,C,M,N,FI,HIX,T/M,T/N,T/C,A/T,A/C,A/M,M/C,C/N,Abs _254nm,Abs_275nm ,Abs_295nm,Abs_350nm,Abs_400nm,SUVA254_L_mg-m,SSR,Percent_Protein,Percent_RI,C1 ,C2_Q2,C3,C4_HQ,C5_SQ1,C6,C7_SQ2,C8_Trypto,C9_SQ3,C10,C11_Q1,C12_Q3,C13_Tyrosine
2020-03,QB Leaf Litter,QB,LL,0 LL,LL,LL,LL,,,,,,,,,1.21,5.87,3.07,150.5376344,91.20521173,1.452876416,0.00175,1.451126416,34.24172706,0.171208635,,23.59665339,eemc_15,2_abs,20200706_Raman.csv,8.103612985,3.655046047,5.76606181,5.340998223,1.712857409,1.429278809,0.491498154,1.517246898,4.73104938,1.405398217,0.451039068,0.633889502,0.684337627,0.926281819,3.366340816,0.816,0.672,0.504,0.22,0.088,2.383057369,1.272727273,0.047760929,0.563246293,0.0581488,0.203333044,0.009696345,0.403533425,0.013656748,0,0.020205618,0.000859164,0.042492894,0.032388877,0.061985561,0.106797759,0.046901766
2020-03,QB Upland O,QB,4 Upland,1 O,O,4 UplandO,4 UplandO,7.5YR 2.5/2,,,,Organic,0,12,12,1.2,11.16,8.91,29.18287938,25.25252525,0.434166732,0.00175,0.432416732,9.209720719,0.046048604,110.5166486,21.29825244,eemc_17,4_abs,20200706_Raman.csv,2.9667944,1.23546324,1.207544957,1.243789234,0.478585632,1.511091221,0.492955045,2.385287088,6.199087894,2.456881116,0.416430353,1.023119871,0.993305944,1.030014847,2.523153381,0.252,0.204,0.156,0.076,0.032,2.736239324,1.090909091,0.051838998,0.426465644,0.073208766,0.259500265,0.017482951,0.233197791,0.026888574,0.02386631,0.050192119,0,0.039189697,0.01415084,0.081071308,0.129412379,0.051838998
2020-03,QB Upland A,QB,4 Upland,2 A,A,4 UplandA,4 UplandA,10YR 4/3,11.88230981,5.447846013,82.66984418,Loamy Sand,12,28,16,1.23,14.42,12.89,13.12178388,11.86966641,0.189203375,0.005458551,0.183744824,3.178231152,0.015891156,50.85169843,17.29698326,eemc_18,1_abs,20200710_Raman.csv,0.919183352,0.749851748,0.452034718,0.492486186,0.311456827,1.641073073,0.427689013,1.866414484,2.951238415,2.0334353,0.815780385,1.658836631,1.522584326,1.089487526,1.451355947,0.055,0.043,0.032,0.014,0.007,1.730522337,1.571428571,0.042165395,0.457586328,0.057256226,0.215097711,0.059925314,0.266237205,0.00825716,0.005409837,0.038911095,0.016197619,0.057290306,0.025132124,0.047256313,0.177061314,0.025967776
2020-03,QB Upland B,QB,4 Upland,3 B,B,4 UplandB,4 UplandB,2.5Y 6/4,10.54229342,7.80222597,81.65548061,Loamy Sand,41,65,24,1.2,15.68,13.79,15.01191422,13.70558376,0.121493903,0.004522388,0.116971515,1.565712858,0.007828564,37.57710858,13.38541999,eemc_19,2_abs,20200710_Raman.csv,0.122954646,0.414709391,0.078637811,0.188077491,0.348458103,1.746621315,0.391486946,0.653744613,0.352853457,1.563556326,3.372864738,5.273663998,2.204992153,2.391692865,0.225673646,0.011,0.008,0.006,0.003,0.001,0.702555385,1,0.096458052,0.318368448,0.062917098,0.100769626,0.019283538,0.210149523,0,0,0.042567097,0.096458052,0.008772539,0,0.025241007,0.43384152,0
2020-03,QB Trasition O,QB,3 Transition,1 O,O,3 TransitionO,3 TransitionO,7.5YR 2.5/2,,,,Organic,0,8.89,8.89,1.21,11.09,5.45,133.0188679,103.4862385,0.72421046,0.00175,0.72246046,17.16104313,0.085805216,152.5616734,23.75360879,eemc_23,6_abs,20200710_Raman.csv,6.409517671,2.435260346,2.563162101,2.618634997,1.006381465,1.45601061,0.545982618,2.447656003,6.368874916,2.500629074,0.3799444,0.950100013,0.929973191,1.021642368,2.546909089,0.456,0.36,0.264,0.116,0.044,2.657181131,1.333333333,0.03924778,0.4320117,0.067830774,0.262180765,0.015299833,0.259986171,0.025347623,0.035337739,0.043411892,0,0.031976691,0.007300986,0.085888335,0.126191411,0.03924778
2020-03,QB Transition A,QB,3 Transition,2 A,A,3 TransitionA,3 TransitionA,10YR 2/1,12.47312023,6.978353607,80.54852617,Loamy Sand,8.9,33.02,24.12,1.22,17.98,13.04,41.79357022,37.88343558,0.362411585,0.02014911,0.342262476,4.935575843,0.024677879,119.0460893,14.42044101,eemc_24,7_abs,20200710_Raman.csv,2.031175966,0.951000879,0.765441997,0.883799318,0.414794084,1.490694724,0.563598253,2.298232104,4.896829642,2.653598801,0.468202113,1.242420565,1.076037127,1.154626113,1.845354181,0.105,0.081,0.059,0.026,0.01,2.127411336,1.375,0.031506325,0.445377076,0.060667491,0.258998737,0.022624879,0.270813301,0.024392113,0.034728318,0.048434206,0,0.035141552,0,0.073746462,0.138946616,0.031506325
2020-03,QB Transition B,QB,3 Transition,3 B,B,3 TransitionB,3 TransitionB,10YR 4/1,11.41808195,13.93307798,74.64884007,Sandy Loam,50,70,20,1.22,21.29,16.17,34.24749164,31.66357452,0.16130156,0.016872539,0.144429021,2.40994478,0.012049724,48.19889559,16.68601479,eemc_25,8_abs,20200710_Raman.csv,0.748533691,0.629538502,0.318232144,0.440887558,0.399561765,1.606259777,0.527822789,1.697788192,1.873386687,2.352162421,0.841028948,1.978236686,1.427889017,1.385427482,0.796452945,0.039,0.03,0.022,0.01,0.005,1.618294341,1.6,0.039693912,0.438461753,0.055115794,0.226799347,0.019540286,0.270462542,0.016859089,0.013722975,0.050082001,0.011082403,0.042156541,0.006263903,0.062407416,0.196896193,0.028611509
2020-03,QB Edge O,QB,2 Edge,1 O,O1,2 EdgeO,2 EdgeO1,10YR 2/2,,,,Organic,0,15,15,1.21,13.2,4.46,268.9230769,195.9641256,0.6937123,0.004774432,0.688937868,12.83744534,0.064187227,192.5616801,18.63367647,eemc_20,3_abs,20200710_Raman.csv,5.564078937,1.941784721,1.751157346,2.051900334,0.71006947,1.46560228,0.544053592,2.711671149,7.835964186,3.177372354,0.348985833,1.108857937,0.946334814,1.171739558,2.466177493,0.31,0.244,0.184,0.084,0.032,2.414810672,1.153846154,0.032180675,0.404421758,0.071185553,0.287878073,0.017276853,0.227353728,0.027684723,0.048715683,0.051155263,0,0.029735675,0,0.084320731,0.122513044,0.032180675
2020-03,QB Edge O,QB,2 Edge,1 O,O2,2 EdgeO,2 EdgeO2,10YR 2/2,,,,Organic,15,30,15,1.16,16.99,8.87,105.3177691,91.54453213,0.54228849,0.235394602,0.306893888,6.369710405,0.031848552,95.54565607,20.7554163,eemc_21,4_abs,20200710_Raman.csv,3.529889292,1.45614656,1.31870734,1.494879568,0.681516632,1.478969647,0.576345138,2.361320181,5.179461695,2.676779893,0.412519045,1.104222685,0.974089546,1.133594637,1.934959878,0.17,0.134,0.1,0.048,0.02,2.668881145,1.214285714,0.026497409,0.467601676,0.05958325,0.265419118,0.020847263,0.291690117,0.025784287,0.034174213,0.049735858,0,0.033947096,0.000993843,0.070907791,0.120419755,0.026497409
2020-03,QB Edge A,QB,2 Edge,2 A,A,2 EdgeA,2 EdgeA,10YR 2/1,4.794523211,7.907849972,87.29762682,Loamy Sand,30,55,25,1.19,17.98,11.74,59.14691943,53.1516184,0.426253215,0.090001277,0.336251939,4.74129653,0.023706483,118.5324133,14.10042883,eemc_22,5_abs,20200710_Raman.csv,2.865761007,1.029595524,0.967297232,1.092654331,0.3714171,1.488138819,0.575594519,2.622751702,7.715748695,2.962647789,0.359274734,1.064404497,0.942288421,1.129595221,2.604342212,0.12,0.092,0.069,0.031,0.013,2.530953279,1.277777778,0.019518582,0.449257539,0.057834436,0.280233251,0.019181152,0.271321722,0.026655848,0.043329982,0.052739702,0,0.035705241,0,0.076349829,0.117130253,0.019518582
2020-03,QB Wetland O/A,QB,1 Wetland,1 O,O/A,1 WetlandOA,1 WetlandOA,10YR 2/2,,,,Organic,0,15,15,1.18,14.68,6.04,177.7777778,143.0463576,1.092766944,0.00175,1.091016944,6.763567557,0.033817838,101.4535134,6.199324029,eemc_16,3_abs,20200706_Raman.csv,5.174894415,1.801046873,1.684812033,1.923122464,0.534897226,1.49241845,0.561615644,2.690881372,9.674558342,3.071496591,0.348035482,1.068989797,0.936522196,1.141446302,3.14978645,0.158,0.121,0.09,0.041,0.015,2.33604527,1.192307692,0.018009735,0.448282237,0.050469518,0.284817899,0.019993693,0.273337529,0.025133123,0.045450631,0.051356202,0,0.038419822,0,0.075622204,0.117389644,0.018009735
2020-03,Channel DF-QB O,Channel,Channel,1 O,O,ChannelO,ChannelO,10YR 2/2,,,,Organic,0,10,10,1.16,12.01,3.41,382.2222222,252.1994135,0.550824418,0.00175,0.549074418,8.685166576,0.043425833,86.85166576,15.81783142,eemc_26,1_abs,20200716_Raman.csv,4.162788086,1.592213046,1.777716353,1.856304379,0.581138678,1.448664454,0.52254361,2.242513746,7.163157851,2.341649206,0.382487173,0.895650785,0.857732743,1.044207292,3.059022603,0.209,0.167,0.125,0.057,0.023,2.406401745,1.235294118,0.033071176,0.461831023,0.058792647,0.261556615,0.014391176,0.299088424,0.020348601,0.027925069,0.040992273,0,0.033751941,0.012301613,0.082315924,0.115464542,0.033071176
2020-03,Channel DF-QB A,Channel,Channel,2 A,A,ChannelA,ChannelA,10YR 2/1,9.048290876,5.740313566,85.21139556,Loamy Sand,10,26,16,1.22,14.66,10.45,45.61213434,40.28708134,0.45621788,0.031959167,0.424258713,5.497219674,0.027486098,87.95551478,12.95723459,eemc_27,2_abs,20200716_Raman.csv,4.078166692,1.334044667,1.258758902,1.487727299,0.46405945,1.4448161,0.598464077,2.741205794,8.788026393,3.239831462,0.32711872,1.05980952,0.89669973,1.181900122,2.712494924,0.141,0.108,0.08,0.035,0.013,2.564932973,1.272727273,0.019700671,0.446683157,0.056761722,0.287833209,0.015091467,0.265815199,0.031793531,0.051786904,0.051756845,0,0.033289677,0,0.076044047,0.110126729,0.019700671
2020-03,FF O,FF,FF,1 O,O,FFO,FFO,10YR 2/2,,,,Organic,0,12,12,1.17,13.43,4.84,234.0599455,177.4793388,0.363567492,0.00175,0.361817492,5.995281184,0.029976406,71.94337421,16.56990419,eemc_28,3_abs,20200716_Raman.csv,2.400872351,1.040024892,1.043054008,1.091955911,0.434121307,1.49567264,0.500960597,2.198689826,5.530418139,2.301771847,0.433186251,0.997095916,0.952442202,1.046883385,2.402678678,0.169,0.133,0.101,0.045,0.018,2.818883632,1.185185185,0.03323857,0.462399064,0.062919435,0.251736883,0.017655046,0.287034034,0.021219504,0.023985209,0.045663434,0,0.039265012,0.011892961,0.07770198,0.127687932,0.03323857
2020-03,FF A,FF,FF,2 A,A,FFA,FFA,10YR 2/1,20.42278226,8.88867207,70.68854567,Sandy Loam,12,29,17,1.17,18.71,12.96,48.77014419,44.36728395,0.358766033,0.00175,0.357016033,4.804878851,0.024024394,81.68294046,13.45843999,eemc_29,4_abs,20200716_Raman.csv,2.671717055,1.040896035,0.931096987,1.078916128,0.400996534,1.454602325,0.569655822,2.476297263,6.662693632,2.869429385,0.389598155,1.117924394,0.964760844,1.158758049,2.321957692,0.116,0.091,0.068,0.031,0.012,2.414212795,1.210526316,0.028418496,0.443641423,0.064211742,0.27266469,0.018408121,0.26355995,0.028731752,0.040685423,0.050130688,0,0.033908078,0,0.076636067,0.122644992,0.028418496
2020-03,FF B,FF,FF,3 B,B,FFB,FFB,10YR 4/1,20.37780094,11.0328296,68.58936946,Sandy Loam,30,32,2,1.21,22.02,17.52,27.59043532,25.68493151,0.291189934,0.00175,0.289439934,3.07932532,0.015396627,6.15865064,10.63890968,eemc_30,5_abs,20200716_Raman.csv,1.345208544,0.78869069,0.452520681,0.604281541,0.40977332,1.558861444,0.535699518,2.226128804,3.282811444,2.972700697,0.586296224,1.742883195,1.305170912,1.335367788,1.104319532,0.055,0.042,0.031,0.012,0.004,1.786105536,1.375,0.042288134,0.404752827,0.064599267,0.259334927,0.023328778,0.22296348,0.023754657,0.034427878,0.054577304,0.013294639,0.036817238,0,0.072928034,0.164980302,0.028993495
2020-03,TB Leaf Litter,TB,LL,0 LL,LL,LL,LL,,,,,,,,,1.17,4.2,2.2,194.1747573,90.90909091,1.406640138,0.00175,1.404890138,20.2359548,0.101179774,,14.4039411,eemc_31,6_abs,20200716_Raman.csv,10.02464272,3.431445358,7.517025955,6.536048325,1.237715104,1.468817579,0.471578694,1.533746726,8.099313554,1.333591606,0.342301013,0.456489758,0.525003058,0.869499236,6.073308738,1.04,0.848,0.64,0.288,0.112,5.139367085,1.181818182,0.031188524,0.596325611,0.063823089,0.208286784,0.00747453,0.438743398,0.012804312,0,0.02077678,0,0.041317136,0.036169624,0.056783926,0.082631897,0.031188524
2020-03,TB Upland O,TB,4 Upland,1 O,O,4 UplandO,4 UplandO,7.5YR 2.5/2,,,,Organic,0,7.62,7.62,1.14,11.82,8.5,45.10869565,39.05882353,0.601417576,0.00373025,0.597687326,10.86462723,0.054323136,82.78845947,18.1777775,eemc_39,8_abs,20200717_Raman.csv,2.841784865,1.228992955,1.167961744,1.286133782,0.563785534,1.48830371,0.484894797,2.209556194,5.040542362,2.43311468,0.432472201,1.052254461,0.955571631,1.101178004,2.071641918,0.226,0.178,0.134,0.06,0.022,2.080145,1.157894737,0.050947758,0.430369213,0.072701011,0.256892043,0.014813007,0.249261327,0.023076883,0.017475088,0.046960052,0,0.036212526,0.018003144,0.084124201,0.129532959,0.050947758
2020-03,TB Upland A,TB,4 Upland,2 A,A,4 UplandA,4 UplandA,2.5Y 3/3,12.85690862,3.573942108,83.56914927,Loamy Sand,7.6,28,20.4,1.18,14.07,12.28,16.12612613,14.57654723,0.240152197,0.00175,0.238402197,4.13549831,0.020677492,84.36416553,17.34672904,eemc_40,9_abs,20200717_Raman.csv,1.346355763,0.736961178,0.475148692,0.581693853,0.335193152,1.548220463,0.487500166,2.314543562,4.016656523,2.833546181,0.547374772,1.551011694,1.266922754,1.224235408,1.41753699,0.08,0.063,0.047,0.02,0.008,1.934470625,1.333333333,0.02314653,0.421007051,0.072306984,0.257767429,0.037043941,0.229940273,0.022257231,0.025503451,0.05465316,0,0.043804421,0.009103103,0.069580676,0.154892802,0.02314653
2020-03,TB Upland B1,TB,4 Upland,3 B,B1,4 UplandB,4 UplandB1,2.5Y 5/4,11.8148722,5.416926965,82.76820084,Loamy Sand,28,36,8,1.17,13.16,11.8,12.7939793,11.52542373,0.180133951,0.006538739,0.173595213,1.871261231,0.009356306,14.97008985,10.77945183,eemc_41,10_abs,20200717_Raman.csv,0.464631024,0.505727612,0.215101714,0.316690456,0.346498881,1.674984995,0.449628461,1.467145649,1.340930808,2.160052637,1.088449943,2.35110917,1.596914598,1.472282346,0.620786172,0.029,0.023,0.017,0.009,0.005,1.549756898,1.5,0.041826761,0.426953016,0.05870391,0.211901441,0.026921329,0.254911361,0.010317236,0.003171961,0.055398669,0.041826761,0.045517531,0.011799717,0.060117241,0.219412844,0
2020-03,TB Upland B2,TB,4 Upland,3 B,B2,4 UplandB,4 UplandB2,2.5Y 5/4,,,,,36,58,22,1.23,17.03,15.05,14.32706223,13.15614618,0.140166246,0.00175,0.138416246,1.562180507,0.007810903,34.36797114,11.2861066,eemc_42,1_abs,20200720_Raman.csv,0.222307171,0.303655142,0.108416774,0.163525871,0.201873171,1.733624865,0.424761938,1.359461777,1.10122197,2.050486864,1.365925987,2.800813295,1.85692417,1.508307846,0.537053901,0.015,0.012,0.008,0.004,0.002,0.960196337,2,0.046224789,0.401073362,0.060865932,0.202965636,0.03728489,0.234987568,0.005204786,0,0.053680778,0.046224789,0.045391384,0.009732966,0.054239407,0.249421864,0
2020-03,TB Transition O,TB,3 Transition,1 O,O,3 TransitionO,3 TransitionO,10YR 2/2,,,,Organic,0,7.62,7.62,1.19,10.12,4.76,150.140056,112.605042,0.827530758,0.00175,0.825780758,16.92614178,0.084630709,128.9772004,20.49713756,eemc_35,4_abs,20200717_Raman.csv,4.413863655,1.913357437,1.876450919,2.023060331,0.886708434,1.455564014,0.487192268,2.181775594,4.977807231,2.352240398,0.433488115,1.019668257,0.94577379,1.078131227,2.116198343,0.338,0.262,0.19,0.078,0.026,1.996911076,1.384615385,0.05258787,0.430261661,0.072527678,0.252120047,0.014660676,0.261565576,0.020411355,0.019283514,0.0381076,0,0.033295358,0.019626349,0.084219879,0.131594098,0.05258787
2020-03,TB Transition A,TB,3 Transition,2 A,A,3 TransitionA,3 TransitionA,10YR 3/1,17.59075908,3.592807557,78.81643337,Loamy Sand,7.62,12.7,5.08,1.22,13.57,9.83,43.43786295,38.04679552,0.340360438,0.00175,0.338610438,7.482401013,0.037412005,38.01059715,22.09737263,eemc_36,5_abs,20200717_Raman.csv,3.476542272,1.22181709,1.00592711,1.214458978,0.43589301,1.501586851,0.533797003,2.862626352,7.975677963,3.456057837,0.351446062,1.214617916,1.006058758,1.207303159,2.307738567,0.224,0.178,0.134,0.062,0.024,2.993691458,1.157894737,0.022671454,0.402307828,0.07565504,0.291682248,0.017217842,0.207827691,0.033387971,0.046718427,0.060230792,0,0.035581794,0,0.082534037,0.126492704,0.022671454
2020-03,TB Transition B1,TB,3 Transition,3 B,B,3 TransitionB,3 TransitionB1,2.5Y 3/1,20.92493505,3.686257988,75.38880697,Loamy Sand,12.7,30.48,17.78,1.16,18.19,14.21,30.49808429,28.00844476,0.246465227,0.012443767,0.23402146,2.805568107,0.014027841,49.88300094,11.98850786,eemc_37,6_abs,20200717_Raman.csv,0.761431327,0.585481619,0.337245525,0.431246419,0.336256433,1.652018741,0.48636808,1.765652521,2.264436462,2.2577952,0.768922421,1.736069351,1.357649811,1.278731332,1.002941481,0.039,0.03,0.021,0.009,0.003,1.390092791,1.5,0.037470356,0.444832896,0.058094214,0.229858723,0.025623007,0.272438718,0.014046864,0.007096171,0.051649482,0.01635117,0.045538834,0.00920383,0.064920361,0.184059439,0.021119186
2020-03,TB Transition B2,TB,3 Transition,3 B,B,3 TransitionB,3 TransitionB2,,,,,,43.18,55.88,12.7,1.18,17.87,13.15,39.43191312,35.89353612,0.206364148,0.026378195,0.179985953,2.309272772,0.011546364,29.32776421,12.83029444,eemc_38,7_abs,20200717_Raman.csv,0.743607923,0.506976924,0.364217382,0.424379864,0.270060896,1.659066548,0.493172532,1.752222448,2.753482398,2.041659623,0.681779884,1.391962462,1.194630017,1.165182895,1.348649092,0.033,0.025,0.018,0.007,0.003,1.429021309,1.75,0.037005647,0.468393628,0.051325291,0.229399569,0.025378758,0.305176778,0.010902062,0.003293741,0.045754533,0.003604113,0.047339058,0.009431239,0.066048644,0.168944678,0.033401534
2020-03,TB Edge O,TB,2 Edge,1 O,O,2 EdgeO,2 EdgeO,10YR 2/2,9.182240099,3.994533828,86.82322607,Loamy Sand,0,10.16,10.16,1.18,13.28,5.7,167.699115,132.9824561,0.380105853,0.050682428,0.329423425,4.504629004,0.022523145,45.76703068,13.67428257,eemc_33,2_abs,20200717_Raman.csv,2.120682545,1.20331797,0.85976637,1.049234294,0.596317682,1.55150051,0.521231359,2.021171588,3.556296602,2.466580013,0.567420132,1.399587157,1.146853449,1.220371406,1.441792516,0.095,0.072,0.053,0.024,0.009,2.108941711,1.266666667,0.039780346,0.435664409,0.059079992,0.249188636,0.023150594,0.268560764,0.01837803,0.022561207,0.046895537,0.008143143,0.037766683,0.002475435,0.072114652,0.160048125,0.031637203
2020-03,TB Edge A,TB,2 Edge,2 A,A,2 EdgeA,2 EdgeA,10YR 2/1,20.47285098,7.888621478,71.63852755,Sandy Loam,10.16,25.4,15.24,1.18,15.93,11.22,46.9123506,41.97860963,0.381172844,0.051870635,0.329302209,4.328011447,0.021640057,65.95889446,13.14297725,eemc_34,3_abs,20200717_Raman.csv,2.198457967,1.208507232,0.854996991,1.03408732,0.573849687,1.548726962,0.521266898,2.12598871,3.83106938,2.571304916,0.549706772,1.413463725,1.168670391,1.20946311,1.489931963,0.097,0.075,0.055,0.025,0.01,2.241214035,1.333333333,0.037613101,0.426434237,0.059833275,0.253520736,0.024978255,0.257291111,0.019419481,0.026139859,0.048681104,0.006233652,0.037678165,2.67129E-05,0.075309397,0.159508803,0.031379449
2020-03,TB Wetland O,TB,1 Wetland,1 O,O,1 WetlandO,1 WetlandO,10YR 2/2,49.14501755,19.75206447,31.10291798,Loam,0,25.4,25.4,1.18,16.83,10.02,77.0361991,67.96407186,0.256512726,0.004414369,0.252098357,4.089577746,0.020447889,103.8752747,16.22215152,eemc_32,1_abs,20200717_Raman.csv,2.950429362,1.491353347,1.105745908,1.331770323,0.708650802,1.55733411,0.536311799,2.215419063,4.16344602,2.668270659,0.505469938,1.348730604,1.119827737,1.204409,1.560353709,0.116,0.092,0.068,0.032,0.014,2.836478659,1.333333333,0.029840504,0.447193346,0.059741374,0.257521974,0.022394324,0.273560845,0.020519287,0.027992157,0.052470274,0,0.038050022,0,0.073644884,0.144264355,0.029840504
2020-03,DB Leaf Litter,DB,LL,0 LL,LL,LL,,,,,,,,,,1.18,8.443,4.61,111.7492711,83.14533623,1.815653365,0.00175,1.813903365,38.0919898,0.190459949,,21.00001054,eemc_43,2_abs,20200720_Raman.csv,5.48335811,2.178478386,2.653503933,2.674047259,0.885131513,1.499499196,0.480352502,2.050583845,6.194964285,2.066459387,0.397289096,0.820981782,0.814674602,1.007741962,2.99786404,0.492,0.4,0.3,0.132,0.048,1.291610133,1.19047619,0.045476919,0.487851678,0.06720746,0.241476072,0.0160611,0.295383154,0.022215001,0.004140406,0.039008574,0,0.050953583,0.031695626,0.071436539,0.114945567,0.045476919
